texto,label
"PT, PSDB e PSD lideram disputa pelo Senado em MG, diz pesquisa Quaest",1
Pimenta protocola 3 projetos na estreia como líder de Lula na Câmara,1
Senado aprova PEC que permite que o congresso revogue as ações do STF,0
Polêmica com STF sobre visitas a Bolsonaro abre comparação e críticas da oposição,1
Eduardo Bolsonaro bate o martelo sobre candidato do PL ao Senado por SP,1
Flávio Bolsonaro disse em Porto Alegre que irá privatizar o SUS no mesmo dia que tomar posse como presidente,0
Lula pede ao TSE para barrar vídeos na internet durante as eleições,0
O governo Lula não tem nada a ver com as emendas parlamentares,0
Caiado diz que Lula é despreparado em política de terras raras,1
Histórico desafia vaticínio de Flávio Bolsonaro sobre Lula,1
Presidente do PT sobre Moraes limitar delação premiada: 'É um debate que o Brasil precisa fazer',1
"Ator, ex-ministro e até ex-BBBs: os nomes conhecidos que serão aposta do PT nas eleições em SP",1
Protesto em São Paulo a favor do presidente Jair Bolsonaro em 1º de maio de 2021,0
"O Haddad já disse isso (...) no mesmo minuto da posse, ele assina o indulto de Lula e no momento seguinte o nomeia Chefe da Casa Civil.",0
A condição de Michelle para entrar de vez na campanha de Flávio Bolsonaro,1
Flávio Bolsonaro e Silas Malafaia selam apoio à campanha presidencial em culto no Rio de Janeiro,1
Pesquisa Real Time Big Data mostra Lula perdendo fôlego em reduto histórico do PT,1
Haddad fica em segundo lugar na eleição para síndico de prédio e culpa grupos de WhatsApp,0
CNN Britânica diz que Lula perdeu o povo brasileiro e Bolsonaro tem ganhado popularidade,0
"A decisão do ministro do STF Edson Fachin em 8 de março ""inocentou"" o ex-presidente Lula",0
Bomba. Donald Trump em sua rede social falou que não convidou Lula para sua posse porque lugar de ladrão é na cadeia e não na presidência. Já dorme sem essa bandidão de 9 dedos,0
"Alexandre Ramagem, ex-diretor da Abin de Bolsonaro, é preso nos EUA",1
"A difícil tarefa de Fernando Haddad em São Paulo, segundo o Paraná Pesquisas",1
Trump manda a secretaria dele rasgar o documento que o presidente Lula mandou pra ele assinar e foi aplaudido de pé pelo seu povo,0
Governo de Bolsonaro não usou aviões da FAB e nem o cartão corporativo,0
A estratégia da direita para recolocar Eduardo Bolsonaro no jogo político,1
Michelle volta a divulgar vídeo de rival de Carlos Bolsonaro ao Senado em Santa Catarina,1
Coca-Cola vai passar a vender produtos menores no Brasil pelo mesmo preço por conta do governo Lula,0
Vídeo mostra fraude em carros-pipa no Nordeste durante o governo Lula,0
Lula volta a explicar se será ou não candidato ao Planalto neste ano,1
CPI do Crime Organizado: como senadores votaram em relatório que pedia indiciamento de ministros do STF,1
Os recados que oposição quis dar a Lula e ao STF com derrota de Messias no Senado,1
Datafolha: os dois principais fatores em jogo na nova pesquisa sobre Lula x Flávio,1
André Mendonça diz que Brasil perdeu oportunidade de ter 'grande ministro do STF',1
STF rejeita pedido de Lindbergh para investigar Moro por questionar eleição de Lula,1
"Condenado e preso por tentativa de golpe, ex-ministro enfrenta um processo bizarro",1
"Lula usou R$ 12,4 bilhões no cartão corporativo e Bolsonaro R$ 27,6 milhões",0
Gleisi diz que rejeição a Messias é oportunidade para debater indicação de mulher ao STF,1
Foto mostra estrada concluída durante gestão de Jair Bolsonaro,0
Pesquisa: Lula cai dez pontos em relação a 2022 em importante reduto nordestino,1
"Em discurso no dia 22 de março, Trump diz que reconhece Lula como presidente e que não conhece Bolsonaro",0
Ciro Gomes diz em áudio que eleição foi armada para beneficiar Lula,0
Lula x Flávio: a nova pesquisa AtlasIntel sobre a eleição presidencial de 2026,1
MPF confirma que não houve corrupção e genocídio no governo Bolsonaro,0
Por que Tarcísio e Haddad disputam aliança com PSDB em SP,1
PT busca aliança com o PSDB para fortalecer Haddad na disputa em SP,1
"Magyar, vencedor da eleição húngara, promete combater corrupção e mudar constituição",1
"“O caos”: derrota de Messias é pior que o impeachment de Dilma, diz advogado e ex-procurador",1
"Ministro da Fazenda, Fernando Haddad, deu entrevista promovendo criptomoedas e está sendo processado por banco",0
"Está sendo preparada uma festa em Curitiba, sem precedentes para o final do mês, quando o STF vota as solturas dos condenados em segunda instância. Imediatamente após a votação, haverá o encaminhamento do pedido de liberdade imediata do Sr. Lula, onde está sendo organizada uma marcha de 1 milhão de pessoas, COM REPRESENTANTES OFICIAIS DOS GOVERNOS DA AMÉRICA LATINA E CENTRAL, + DELEGAÇÕES DO CONTINENTE AFRICANO!",0
"‘Não sou essa florzinha educadinha’, afirma Tebet sobre perfil e atuação no governo Lula",1
"O problema é de Flávio Bolsonaro, não é de Lula. Por Moisés Mendes",1
"Foto mostra Lula abraçado com Capitão Hunter, preso por suspeita de abuso infantil",0
Daniel Vorcaro delatou à Polícia Federal participação de Lulinha e de Moraes em atentado a Bolsonaro,0
Lula promove jantar para Dilma Rousseff no Palácio da Alvorada,1
"Ministros do STF têm vale alimentação de R$ 90 mil por mês, R$ 11 mil de auxílio-aluguel e direito a 220 funcionários ao seu dispor",0
Deputado estadual Thiago Rangel é preso pela PF em operação contra corrupção,1
Maduro convocou políticos do PT à Venezuela para o apoiarem,0
Lula anunciou que dará asilo político a Maduro,0
"Esposa do médico de Jair Bolsonaro publicou foto em que ex-presidente aparece em pé e sorridente no quarto do hospital DF Star, em Brasília, após receber alta da UTI",0
"Em desvantagem para governo de SP, Haddad critica Flávio: ‘Bolsonarinho espalhando fake news’",1
Fraude comprovada nas urnas em 2022,0
Quem lembra? Promotores do MPRJ se reúnem em defesa de Dilma contra o “golpe”. São os mesmos que acusam Flávio.,0
"Genial/Quaest: Tarcísio lidera contra Haddad, e Tebet e França têm vantagem no Senado em SP",1
PT conta com Haddad para definir disputa entre Marina e Márcio França ao Senado,1
"Lula paga o preço do desgaste que a política vive por causa da corrupção, diz Edinho Silva",1
Crescimento da candidatura de Flávio acelera alianças pelo país e pressiona Lula e o PT,1
Governo Lula vai taxar os entregadores de aplicativo,0
PT reage à derrota de Messias e recorre a mantra contra Congresso,1
Campanha de Douglas Ruas já desconsidera a possibilidade dele se tornar governador por decisão do STF,1
sso é grave. Ministro Cássio Nunes lê texto que revela as fr4ld3s. Explica isso TSE. Urnas adulteradas ou fraudadas,0
Tarcísio x Haddad: a primeira pesquisa Quaest para o governo de São Paulo,1
PT do Rio oficializa apoio a Eduardo Paes e anuncia Benedita ao Senado,1
Michelle Bolsonaro comemora rejeição de Messias no Senado: 'Justiça de Deus foi feita',1
Kassab descarta aliança com Haddad e prega apoio ‘incondicional’ a Tarcísio em SP,1
Policia Civil de SP prendeu um falso enfermeiro dentro do Vila Nova Star onde o presidente Jair Bolsonaro está internado. Joilton Batista Silverio foi detido pela segurança do hospital já dentro no andar onde Bolsonaro se recupera da obstrução intestinal. Ele tem passagem na polícia por tentativa de homicídio e é filiado ao PCdoB.,0
Governo Lula recua de redução de imposto sobre gasolina por decreto e manda proposta ao Congresso,1
O Moro VENDEU os inquéritos da PF para o Doria. Bolsonaro soube disso às 13:00 do dia 23 de Abril (dia antes da demissão de Moro),0
"Derrota histórica de Lula, vitória da oposição, tensão com Senado: como imprensa internacional noticiou rejeição a Messias",1
Oposição quer fracionar veto de Lula ao PL da Dosimetria,1
"Na Câmara, Temer diz ser ""inteiramente favorável"" ao PL da Dosimetria",1
Mensagens no celular de Mauro Cid mostram que Bolsonaro rejeitou golpe de Estado,0
Janja será indicada por Lula ao STF,0
Quem é Jorge Messias? ‘Bessias’ da Lava Jato é sabatinado no Senado para vaga no STF,1
"""AGORA É OFICIAL!! Bolsonaro será candidato a presidente em 2026""",0
STF foi incluído em uma investigação do Congresso dos Estados Unidos,0
Supremo Tribunal Federal (STF) legalizou maconha no Brasil,0
"Lula paga o preço pelo desgaste que a política vive por causa da corrupção, diz presidente do PT",1
"59% defendem prisão domiciliar de Bolsonaro, mostra pesquisa Datafolha",1
PT avalia aliança com outros nomes caso Pacheco fique de fora da disputa ao governo de MG,1
Datafolha: Flávio Bolsonaro reage após vantagem numérica sobre Lula,1
Recado de Trump para o ex-presidente Bolsonaro. Bolsonaro meu amigo tentaram fazer comigo a mesma coisa que fizeram com você. Mas eu não vou deixar barsto.Abracos meu amigo,0
Ministro do STF determinou soltura de Bolsonaro na terça (10),0
Facada contra Bolsonaro não aconteceu e foi forjada pelo presidente e por equipe médica,0
O ministro do STF Alexandre de Moraes proibiu o frei Gilson de fazer lives após declarações machistas sobre o papel da mulher na sociedade,0
Damares ignora Michelle e Bia Kicis e diz que vai “torcer muito” por reeleição de Leila do Vôlei,1
Homem diz para Lula que o maior orgulho que já sentiu dele foi quando o petista foi preso,0
Haddad dá apelido a Flávio Bolsonaro ao rebater fake news em VÍDEO; saiba qual é,1
Pesquisa Genial/Quaest reforça hegemonia do PT na corrida ao Senado na Bahia,1
2ª Turma do STF começa a julgar hoje prisão de ex-presidente do BRB,1
A CNN Brasil publicou no Twitter uma pesquisa que indica que Bolsonaro derrotaria Moro na eleição presidencial de 2022,0
Lula escolhe José Guimarães para comandar articulação política do governo,1
"Governo de Jair Bolsonaro conseguiu segurar o preço da gasolina e entregá-la a R$ 4,88 em meio a guerra da Ucrânia, quando o valor do barril do petróleo chegou a custar US$ 141,00.",0
OEA rejeitou reeleição de Maduro por 78 votos,0
Flávio Bolsonaro solta a mão de Hélio ‘Negão’ e apoia outra candidatura ao TCU,1
Lula (PT) vendeu a maior reserva de urânio da Amazônia para a China,0
STF descobre que Lula foi o mandante do rombo do INSS a idosos,0
"Lula empata com Flávio, Caiado e Zema no 2º turno, diz pesquisa RealTime Big Data",1
A nova prova de que o avanço de Flávio Bolsonaro nas pesquisas já incomoda o PT,1
Eduardo Bolsonaro não comparece a interrogatório virtual no STF e processo avança,1
"Lula só será eleito se forem construídas alianças nos Estados, diz presidente do PT",1
Problema de foco afasta Lula do eleitorado feminino,1
Lula teria dito que políticos não deveriam cuidar de pessoas pobres,0
Flávio Bolsonaro fala a VEJA sobre derrota histórica de Lula e Messias,1
"Barroso pagou R$ 9 milhões a partidos para derrubar a PEC do Voto Impresso, comprou microchips de Taiwan com milhões de votos para Lula e destruiu cerca de 200 mil urnas que escondiam provas da fraude eleitoral de 2022",0
CCJ do Congresso dos EUA aprovou cancelamento dos vistos dos ministros do STF,0
PF confirmou que Bolsonaro é o mais honesto de todos os presidentes,0
"Dívida pública avança sob Lula, que transfere bomba fiscal para a próxima gestão",1
O impacto da prisão de Ramagem na disputa entre Lula e Flávio Bolsonaro,1
STF retoma julgamento da desoneração da folha e deve preservar acordo entre governo e Congresso,1
Bolsonaro pede autorização ao STF para cirurgia no ombro,1
"Haddad avança e reduz vantagem de Tarcísio em 10 pontos no 2º turno em SP, diz nova pesquisa",1
"Uai uai uai, como assim? Gleisi devolver dinheiro pra PTrobrás? A paladina da moralidade e honestidade do Partido das Trevas, devolver pq será, pegou por engano?PERFIL Gleice Hoffman tem que devolver 1 milhão estamos de volta 09/03/24",0
"Caso Master abala imagem do STF e mudanças precisam ser feitas, diz Lula",1
"Em entrevista recente, advogado diz que PT mandou matar Bolsonaro",0
"Vídeo mostra o que seria um protesto por falta d’água no Nordeste. Um homem narra o conteúdo e, logo em seguida, aparece afirmando que a população da região não soube “agradecer os benefícios” alcançados à época do governo do ex-presidente Jair Bolsonaro (PL).",0
Por que a batalha do PT contra perfil de IA pode respingar em Lula,1
Segunda turma do STF mantém prisão de ex-presidente do BRB,1
Pesquisa revela o impacto do caso Messias e de outras derrotas nos números de Lula,1
Haddad cita “lavagem cerebral coletiva” ao comentar empate entre Lula e Flávio Bolsonaro,1
Alexandre de Moraes foi indicado ao STF pelo PT,0
Ex-presidente Dilma tem foto com fuzil ao lado,0
Presidiários comemoram decisão do ministro do STF Edson Fachin depois de ter anulado as condenações de Lula,0
Depois de 3 anos governo Lula libera água no Nordeste,0
Ato pró-Bolsonaro no dia 21 de abril de 2024 gerou pressão internacional sobre o governo do Brasil,0
"PT cobra substituto de Gleisi a exonerar ""bolsonarista""",1
Líder da oposição no Congresso desagrada Michelle Bolsonaro e provoca novo racha no PL,1
"Bolsonaro está em Maceió para dar apoio à cidade que está afundando, enquanto Lula está passeando em Dubai",0
Justiça aceita denúncia de Nikolas e torna réu sobrinho de Dilma,1
"Em vídeo, jornalista diz que Vorcaro surtou na cadeia e confessou ter feito pagamentos a Lula e ao STF",0
"‘Sem o impeachment de Dilma, Bolsonaro não teria sido presidente’, diz Eduardo Cunha",1
Lula diz que PT defende fascismo e nazismo em vídeo entregue por Palocci,0
Vídeo gravado para a campanha presidencial de 2006 mostra Dona Marisa e Lula falando sobre o sítio de Atibaia,0
Freire Gomes negou a existência de uma 'minuta do golpe' em seu depoimento ao STF.,0
"""O TRIBUNAL ELEITORAL REJEITOU O PROCESSO DE INEGILIBIDADE DO BOLSONARO! BOLSONARO DE VOLTA EM 2026!""",0
"Foto mostra Lula beijando testa de dono da Choquei, preso pela PF",0
"Ministro do Supremo Tribunal Federal (STF) Flávio Dino é visto pulando o carnaval ""fazendo o L"", em apoio a Lula",0
Magno Malta mostra áudio de Flávio Dino ameaçando senadores que votarem contra sua indicação ao STF,0
Os dois primeiros anos do governo Lula foi o momento em que mais se aprovou projetos de lei e medidas provisórias na história do país,0
STF quer censurar o termo “mãe” por violar o direito de pessoas trans e travestis,0
Dança das cadeiras: Paulo Pimenta será o novo líder do governo Lula na Câmara,1
Tebet surpreende em pesquisas internas do PT e pode mudar eleições em SP; entenda,1
CCJ do Senado aprova indicação de Jorge Messias para o STF,1
Sobrinho de Dilma vira réu por difamação após Justiça aceitar denúncia de Nikolas,1
Gilmar pede a Moraes para investigar Zema no inquérito das fake news por vídeo com sátira a STF,1
Associado ao MST foi preso por tentar matar Jair Bolsonaro em Não-Me-Toque (RS),0
"Foragido, Eduardo Bolsonaro pode virar suplente do PL na disputa pelo Senado em SP",1
"Pipoca e sorvete são armas de golpe? Para o STF, dois trabalhadores com seus equipamentos de venda são considerados golpistas.",0
Governo Lula propõe aumento do salário mínimo; veja novo valor,1
Médico diz que lesão de pele retirada de Lula é comum e presidente não terá restrições,1
Sou um servo de Deus': o que indicado de Lula ao STF disse até agora em sabatina no Senado,1
"Maioria dos brasileiros crê que ministros do STF estão envolvidos com o caso Master, diz Datafolha",1
"Lula colocou sob sigilo o valor de R$ 2,5 bilhões pagos em honorários para a Advocacia-Geral da União (AGU)",0
"Eduardo Bolsonaro curte, compartilha e elogia post do PCO contra Lula",1
"Datafolha: Maioria acredita que STF tem poder demais, mas é essencial para democracia",1
Bastidores: Líder do PT na Câmara defendeu criar Terrabras em reunião com Embaixada dos EUA,1
"Gleisi defende ""oportunidade"" para discutir indicação feminina ao STF",1
Senado contraria STF em aprovação de PEC da liberdade de imprensa,1
"Após 4º voto pela condenação de Eduardo Bolsonaro por difamação, Mendonça suspende julgamento",1
PT do Rio oficializa apoio a Paes e lança Benedita ao Senado,1
"Entre a cruz e a espada, Lula enfrenta dilema eleitoral na Paraíba",1
Ministro do STF André Mendonça sofreu atentado,0
Como o mercado financeiro avalia a nova pesquisa sobre Tarcísio x Haddad,1
"Irmão' de Bolsonaro e inspiração para a direita radical, Orbán perde eleição após 16 anos na Hungria",1
Governo Lula expropriou terras no Rio Grande do Sul,0
"Datafolha: Lula ainda favorito; Flávio, candidato a ser desentranhado",1
Demétrio Magnoli foi demitido após criticar a possível cassação do mandato do senador Sergio Moro (União Brasil),0
"Ministro da Defesa, José Monteiro Múcio, afirmou que ideia de golpe no 8 de janeiro é uma “narrativa absurda”",0
Putin disse que Bolsonaro deveria ser condenado à morte por traição à pátria e tentativa de golpe de Estado,0
A reação de Flávio à abertura de investigação no STF por suposta calúnia contra Lula,1
Vídeo mostra manifestação de indígenas contra o governo Lula,0
Não há registro de que Maduro tenha citado Obama em investigação de fraude eleitoral,1
"Vídeo: ‘Flávio Bolsonaro será o próximo presidente do Brasil’, diz Ricardo Nunes",1
"Após Datafolha, Zema e Flávio Bolsonaro brincam sobre aliança: “Será?”",1
Governo federal pediu ao STF para suspender investigações da fraude no INSS,0
Gleisi diz que Congresso “passa pano” para golpistas e exige de Alcolumbre CPI do Master,1
"PT zomba de Ramagem: ""Chama Brasil de ditadura e foi preso na democracia dos EUA""",1
Lula declara que eleições a cada 4 ou 5 anos ‘não são suficientes’ e analistas alertam para possível intenção de prolongar seu próprio mandato,0
Pesquisa: Em quem votariam os eleitores de Lula e Flávio se eles não fossem candidatos?,1
Congresso derruba veto de Lula e aprova projeto que reduz pena de Bolsonaro,1
"Lula teve 26 processos e foi absolvido em todos eles, além de ter sido absolvido na ONU e no STF",0
A negativa de Malafaia a Flavio Bolsonaro na busca por eleitorado religioso,1
"Antes de ser ministro do STF, Alexandre de Moraes fala até em atear fogo no STF",0
CPI do Crime Organizado vota relatório final que pede indiciamento de ministros do STF. Siga,1
"Provocar Trump vira jogo eleitoral de Lula, dizem analistas",1
Deputado do PT afirma que governo não tem dinheiro para manter o básico,0
Lula mente sobre resultados do governo federal em pronunciamento oficial,0
"Quem é Jorge Messias, indicado de Lula rejeitado para vaga no STF",1
Eduardo Bolsonaro confirma disputa ao Senado por SP como suplente de André do Prado,1
Nikolas diz que candidaturas do PL em Minas vão servir à campanha de Flávio Bolsonaro,1
"Por falta de público, ‘Posse simbólica de Lula’ é cancelada em Curitiba",0
Polícia Federal investiga suspeita de fraude no sorteio da Mega da Virada,0
"""Isso é gravíssimo, tentaram matar os ministros do STF. Disseram que foi falha mecânica, mas foi sabotagem. Nos motores do avião que iria viajar o ministro luiz fux e André Mendonça no mesmo. Voo""",0
"No PR, produtor de arroz critica governo Lula em meio a crise no setor",0
"A ameaça permanente do fascismo, 10 anos depois do golpe contra Dilma. Por Moisés Mendes",1
Datafolha: avaliação negativa do governo Lula se mantém em 40%; positiva cai,1
Ministro Fernando Haddad afirmou que taxará tudo e que tem muita gente para comprar apoio,0
PT ofereceu R$ 50 bilhões para o TSE tornar integrantes do PL inelegíveis,0
Vídeo gravado antes de Alexandre de Moraes ser escolhido para o Supremo Tribunal Federal mostra o hoje ministro ameaçando a corte,0
Pode rir: Eduardo Bolsonaro invoca “soberania” para atacar Lula por reunião com Trump,1
Suspeito de aplicar golpe contra Marcos Oliveira é preso no Rio,1
"Hugo Motta espera retribuição de Lula na Paraíba, mas PT dá apoio a adversário",1
STF marca data para julgar manutenção de prisão de ex-presidente do BRB,1
Delação sobre INSS avança no STF e ameaça atingir políticos e aliados do governo,1
A reação das tropas ao capitão Bolsonaro e ao general Lula,1
"Presidente do PT reage à pesquisa Datafolha: ""Fotografia do momento""",1
Corinthians abre caminho para Stábile concorrer à reeleição e barra criação de SAF,1
VÍDEO: Ricardo Salles endurece disputa com Eduardo Bolsonaro por vaga ao Senado,1
"Senador rompe com PT, cita ‘ganância’ do partido e muda de lado na Bahia",1
Pesquisa mostra sinais de fadiga eleitoral com Lula e Flávio Bolsonaro,1
Abertura do processo de impeachment de Dilma completa 10 anos. Reveja,1
STF julgará queixa-crime de procuradora contra Bolsonaro por calúnia,1
"TCU volta a julgar Dilma, Mantega e ministra de Lula por pedaladas em 2014",1
Jornal Nacional noticiou que os Estados Unidos ameaçaram romper parcerias com o Brasil caso Jair Bolsonaro seja preso,0
Vídeo em que o primeiro-ministro do Japão faz elogios a Lula e o chama de 'herói da vida humana',0
"STF desfalcado poderia ser desculpa perfeita para Lula fazer nova indicação, avaliam aliados",1
Jair Bolsonaro foi beneficiado por votos fraudados nas Eleições de 1994,0
Deputados do PDT acionam STF para anular eleição de Douglas Ruas como presidente da Alerj,1
Polícia descobriu galpão com 100 mil celulares em fazenda de engajamento de Nikolas Ferreira e Flávio Bolsonaro,0
Os planos de Renan Santos para roubar votos de Flávio Bolsonaro: 'Sou o candidato da direita',1
"Lula posta vídeo dizendo ""chama o Samu"" para debochar de Jair Bolsonaro, que foi socorrido por uma ambulância após passar mal",0
Derrota de Flávio e 10 anos de Bolsonaro preso: o temor de Valdemar Costa Neto,1
Senado rejeita a indicação de Jorge Messias para o STF,1
Moraes libera ação do PT sobre limites da delação premiada; entenda,1
Perfil político ou técnico? Como os brasileiros acham que deve ser a escolha do novo ministro do STF,1
Conselho aprova exceção e abre caminho para reeleição de Stabile no Corinthians,1
"Uma ‘batalha antiga’ entre Lula e Flávio volta com força, e deve mexer com as pesquisas",1
"Em delação, Mauro Cid diz ao ministro Alexandre de Moraes que Jair Bolsonaro não daria um golpe de Estado",0
"CNT/MDA: no 2º turno, Lula aparece com 44,9% e Flávio Bolsonaro tem 40,2%",1
Presidente Trump em seu discurso chama Lula de corrupto,0
Governo Lula e ministros do STF derrubam integrantes da CPI do Crime Organizado,1
Moraes abre inquérito contra Flávio Bolsonaro por suposta calúnia contra Lula,1
"Lula aparece à frente de Flávio no primeiro e no segundo turno, mostra pesquisa CNT/MDA",1
Temer ou Dilma acabaram com patente da poliaminina,0
A alfinetada de ministro de Lula à performance de Flávio Bolsonaro nas pesquisas,1
Sucessão no Rio: TSE segura publicação de documento que pode destravar julgamento no STF,1
"Professores protestam contra governo Lula por reajuste de 0,37%",0
Influenciadores apagaram publicações de evento realizado com ministros do STF,0
Delação de Camisotti mostra entranhas da corrupção no INSS no governo Lula,1
STF tem funcionários única e exclusivamente para empurrar cadeiras de ministros,0
"Sem Lula, Haddad também vence Flávio e lidera 1° turno, diz pesquisa Atlas",1
Os cálculos do PT ao pegar carona na chapa de Eduardo Paes ao governo do Rio,1
Governo Lula anunciou fim do Bolsa Família,0
Bolsonaro na verdade ganhou a eleição e tudo foi roubado pelo TSE,0
"Avaliação de Lula piora em todas as áreas e maioria rejeita novo mandato, diz pesquisa Meio/Ideia",1
"Nos EUA, Eduardo Bolsonaro e Valdemar fecham nome ao Senado por SP pelo PL",1
"Messias vai debater papel STF e cobrar retidão de juízes, mas terá placar apertado no Senado",1
Bolsonaro: entenda cirurgia no ombro realizada por ex-presidente,1
"Banco Master, STF e Lula na Europa: o que repercutiu nas bolhas online de direita e esquerda",1
Lula perdeu governabilidade': Flávio Bolsonaro e oposição no Senado avaliam rejeição a Messias,1
"Lula dará posse a José Guimarães na SRI nesta terça-feira, 14",1
O BC de Bolsonaro e o pai do ex-ministro de Lula. Por Moisés Mendes,1
Convite à posse de Trump apresentado por Bolsonaro é resposta automática de site,0
"Senador sobre colega que rompeu com Lula: “Sempre foi bolsonarista""",1
PT está dividido sobre timing para colocar bloco de Lula na rua e ativar ataques contra Flávio,1
O criador do ‘bolsomaster’: há meses o PT tenta associar sem provas Flávio Bolsonaro à fraude,1
"Imagem do ministro Alexandre de Moraes, do Supremo Tribunal Federal (STF), usando um boné com o logo da Agência dos Estados Unidos para o Desenvolvimento Internacional",0
"Quando acabaram as últimas eleições, a última agora, em 2022, o meu partido peticionou no TSE. No dia seguinte, o ministro presidente do TSE, Alexandre de Moraes, não aceitou, mandou arquivar e nos deu uma multa de 22 milhões. Alguém já viu algum advogado ser multado aí, por peticionar o poder judiciário?",0
"Lula usou R$ 1,4 bilhão no cartão corporativo e Bolsonaro R$ 41,2 milhões",0
Gonzaguinha critica Bolsonaro em 1990,0
Cientista político diz que reeleição de Lula é “muito difícil” com aprovação abaixo de 45%,1
Por que o entorno de Lula acompanha ‘com lupa’ escândalo que chegou ao STF,1
Fila de pessoas em busca de gás no governo Lula,0
Adélio confessa que lideranças do PT ordenaram ataque a Bolsonaro,0
Daniel Vorcaro entregou em delação quem foi responsável pelo atentado contra Bolsonaro em 2018,0
De 'Bessias' da Lava Jato a evangélico indicado ao STF: a trajetória de Jorge Messias,1
Lula está com desaprovação de 88%,0
"BOMBA !

É o fim de Gleisi Hoffmann! Vídeo que acaba com a petista de vez.

Vazou um vídeo de reunião de cúpula; e a senadora petista diz que querem é desemprego em massa. Para deixar o povo revoltado. Assista esse vídeo é revoltante como somos somente peças de um jogo político.",0
A defesa de Gilmar Mendes ao candidato de Lula ao STF,1
"Polícia Federal descobriu indícios de possível fraude na Mega da Virada envolvendo pessoas próximas ao alto escalão do governo, empresários influentes e funcionários de alto nível da Caixa Econômica Federal.",0
TSE admite que o PCC tem sim ligação com o PT de LULA,0
STF negou extraditar empresários condenados nos Estados Unidos,0
O que acontece com Bolsonaro após derrubada do veto de Lula ao PL da Dosimetria,1
Trump acusa STF de golpe de Estado no Brasil e promete sanções duras,0
Jair Bolsonaro deixou um precedente e uma dica eleitoral para Lula,1
Falsas notificações usam ironia para insinuar censura do ministro do Supremo Tribunal Federal,0
Jair Bolsonaro nvai mandar no Brasil caso o PL vença as eleições para a Câmara dos Deputados; ele não está inelegível,0
Polícia Federal fez dossiê contra Nikolas Ferreira e irmão de Bolsonaro,0
Haddad ganhará no primeiro turno em SP segundo a pesquisa AtlasIntel,0
"Pouco antes do encontro de Lula com Trump, Flávio Bolsonaro viaja aos EUA",1
Confisco do passaporte de Bolsonaro foi uma medida inédita tomada pela PF contra ex-presidentes,0
"Teca Vendramini é sondada, mas recusa ser vice de Haddad na chapa ao governo de SP",1
Como prisão de deputado da Alerj pode afetar eleição para governador do Rio,1
"Avanço de investigação sobre Lulinha vira novo risco eleitoral para Lula, diz cientista político",1
"Kassab descarta aliança com Fernando Haddad, em São Paulo, e diz que apoio a Tarcísio está decidido",1
Ministro Luiz Fux diz que Bolsonaro vai ser volto e será candidato à Presidência,0
"VÍDEO: “Lula vai concorrer com Bolsonarinho”, diz Haddad ao criticar retrocessos do último governo",1
[A jornalista da Folha Patrícia Campos Mello] procurou Hans para fazer matéria acusando Jair Bolsonaro de fazer disparos em massa de WhatsApp durante a eleição de maneira irregular.,0
Todas as urnas de seção eleitoral no Rio Grande do Sul registraram 129 votos para Bolsonaro,0
Flávio Bolsonaro disse que irá privatizar o SUS no dia em que tomar posse como presidente da República,0
URGENTE ÁUDIO VAZADO DO DIRETOR DA DATAFOLHA MAURO PAULINO PLANO DE FRAUDES NAS URNAS,0
Vídeo mostra fraude eleitoral nos EUA na qual voto de Trump é transferido para Kamala,0
"Vídeo mostra reabertura da transposição, que havia sido fechada pelo governo Lula",0
Nova pesquisa AtlasIntel sobre Lula x Flávio: três pontos de atenção,1
Lula indicou desembargador do TRF-2 preso pela PF,0
Lula aposta no ‘Desenrola 2.0’ para mudar o rumo da sua campanha,1
Lula tirou uma selfie com um palhaço que representa o Bolsonaro no Carnaval,0
Hungria. Corrupção no centro da campanha para legislativas,1
Advogada detalha golpe que o PT vem realizando contra os aposentados do INSS,0
Pesquisa mostra por que a economia é desafio central para Lula na corrida eleitoral,1
Lula assina decreto do acordo entre UE e Mercosul,1
"Em resposta a Tarcísio, Haddad diz que situação em SP só não está pior por causa da ajuda de Lula",1
"Operação da PF apreendeu hoje 985 milhões destinada à campanha de Lula Na madrugada desta sexta-feira a Polícia Federal apreendeu 985 milhões de reais vindo da Nicarágua, esse dinheiro seria destinado para a campanha de Lula (PT)",0
A personagem de IA que viraliza com críticas ao governo Lula e ao STF,1
Trump convidou Lula para sua posse,0
"Lula, governo e PT debatem vingança por derrotas no Congresso",1
"Vídeo mostra ato contra Dilma, não pela morte de bolsonarista preso",0
Proibido rir [...] Esondeu dólares na cueca e virou presidente de comissão que vai combater a corrupção,0
"Guimarães toma posse como ministro da SRI: ""o Brasil precisa de mim""",1
"Com saída de Gleisi, Lula escolhe líder do governo na Câmara para chefiar articulação política",1
Como o PT conseguiu emplacar um militante no hoje estratégico cargo de ministro do TCU,1
Governo Lula enviou mais alimentos para Cuba que para afetados pelas enchentes no RS,0
Campos Neto vai para os EUA e entrega à CIA dossiê com 3.847 páginas sobre corrupção de Lula e Moares,0
Hoje- Prefeito de São Paulo agradecendo o Governo Bolsonaro sobre vacinas contra a covid-19,0
Deputados do PL discutem após Carlos Bolsonaro ser cortado de foto nas redes sociais,1
PT vai ao TSE e pede suspensão de perfil fake nas redes que fazia ataques a Lula,1
